base_product,base_product_trigger_eligible,base_customer_count,base_order_count,base_product_last_seen_date,base_product_orders_last_12m,base_product_recent_activity_weight,base_product_live_title,base_product_url,base_product_url_confidence,base_product_locality,base_product_country,base_product_continent,available_recommendations,needs_manual_fill,suggestion_1,suggestion_1_basis,suggestion_1_commercial_review,suggestion_1_phi,suggestion_1_lift,suggestion_1_recency_weighted_score,suggestion_1_location_proximity,suggestion_1_locality,suggestion_1_country,suggestion_1_continent,suggestion_1_live_title,suggestion_1_url_clean,suggestion_1_url,suggestion_1_url_match_score,suggestion_1_url_match_gap,suggestion_1_url_confidence,suggestion_1_last_seen_date,suggestion_1_orders_last_12m,suggestion_1_recent_activity_weight,suggestion_1_later_customers,suggestion_1_later_weighted_12m,suggestion_1_post_purchase_rate,suggestion_1_same_order_count,suggestion_1_same_order_weighted_12m,suggestion_1_confidence,suggestion_2,suggestion_2_basis,suggestion_2_commercial_review,suggestion_2_phi,suggestion_2_lift,suggestion_2_recency_weighted_score,suggestion_2_location_proximity,suggestion_2_locality,suggestion_2_country,suggestion_2_continent,suggestion_2_live_title,suggestion_2_url_clean,suggestion_2_url,suggestion_2_url_match_score,suggestion_2_url_match_gap,suggestion_2_url_confidence,suggestion_2_last_seen_date,suggestion_2_orders_last_12m,suggestion_2_recent_activity_weight,suggestion_2_later_customers,suggestion_2_later_weighted_12m,suggestion_2_post_purchase_rate,suggestion_2_same_order_count,suggestion_2_same_order_weighted_12m,suggestion_2_confidence,suggestion_3,suggestion_3_basis,suggestion_3_commercial_review,suggestion_3_phi,suggestion_3_lift,suggestion_3_recency_weighted_score,suggestion_3_location_proximity,suggestion_3_locality,suggestion_3_country,suggestion_3_continent,suggestion_3_live_title,suggestion_3_url_clean,suggestion_3_url,suggestion_3_url_match_score,suggestion_3_url_match_gap,suggestion_3_url_confidence,suggestion_3_last_seen_date,suggestion_3_orders_last_12m,suggestion_3_recent_activity_weight,suggestion_3_later_customers,suggestion_3_later_weighted_12m,suggestion_3_post_purchase_rate,suggestion_3_same_order_count,suggestion_3_same_order_weighted_12m,suggestion_3_confidence
Boca Juniors Popular Matchday…,yes,86,86,2026-04-05,86,137.657534,Boca Juniors Popular Matchday Experience (Standing Section),https://homefans.com/product/boca-juniors-matchday-experience/,high,Buenos Aires,Argentina,South America,3,no,San Lorenzo Matchday Experienc…,later_lifecycle,approved_same_city,0.004124,1.297297,54.906769,same_city,Buenos Aires,Argentina,South America,San Lorenzo Matchday Experience,https://homefans.com/product/san-lorenzo-matchday-experience/,https://homefans.com/product/san-lorenzo-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.595,0.055,high,2026-04-13,39,63.816441,1,1.460274,0.011628,0,0.0,medium,Buenos Aires: CA Huracán Match…,later_lifecycle,approved_same_city,0.010475,1.92,44.196487,same_city,Buenos Aires,Argentina,South America,Buenos Aires: CA Huracán Matchday Experience,https://homefans.com/product/huracan-experience-standing-spots/,https://homefans.com/product/huracan-experience-standing-spots/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.304,1.185,high,2026-04-09,26,40.641094,1,1.890411,0.011628,0,0.0,medium,Velez Sarsfield like a local:…,lifetime_overlap,approved_same_city,0.001021,1.066667,51.702071,same_city,Buenos Aires,Argentina,South America,Velez Sarsfield like a local: Matchday!,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.771,0.91,high,2026-04-06,46,78.10411,0,0.0,0.0,0,0.0,low
Vasco da Gama Matchday Experie…,yes,78,78,2026-04-13,78,126.536989,Vasco da Gama Matchday Experience,https://homefans.com/product/vasco-da-gama-matchday-experience-4/,high,Rio de Janeiro,Brazil,South America,3,no,Fluminense FC Matchday Experie…,later_lifecycle,approved_same_city,0.002921,1.202797,58.340654,same_city,Rio de Janeiro,Brazil,South America,Fluminense FC Matchday Experience – Short Side seats & Local Guide,https://homefans.com/product/fluminense-fc-matchday-experience/,https://homefans.com/product/fluminense-fc-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1.965,0.43,high,2026-03-19,44,68.506851,1,1.389041,0.012821,0,0.0,medium,Flamengo Matchday Like a Local…,lifetime_overlap,approved_same_city,0.009629,1.824934,35.268661,same_city,Rio de Janeiro,Brazil,South America,Flamengo Matchday Like a Local | Long Side Tickets & Guide,https://homefans.com/product/watch-flamengo-at-maracana/,https://homefans.com/product/watch-flamengo-at-maracana/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.357,0.246,high,2026-04-12,29,48.558905,0,0.0,0.0,0,0.0,low,Flamengo Matchday with Transpo…,lifetime_overlap,approved_same_city,0.01594,2.646154,27.183454,same_city,Rio de Janeiro,Brazil,South America,Flamengo Matchday with Transport & Long Side seats,https://homefans.com/product/flamengos-game-at-maracana-stadium/,https://homefans.com/product/flamengos-game-at-maracana-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.0,0.487,high,2026-04-09,20,34.561642,0,0.0,0.0,0,0.0,low
Argentinos Juniors Matchday Ex…,yes,70,70,2026-04-06,70,118.808219,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/,high,Buenos Aires,Argentina,South America,3,no,River Plate Matchday Experienc…,later_lifecycle,approved_same_city,0.044266,3.685714,98.815042,same_city,Buenos Aires,Argentina,South America,River Plate Matchday Experience – short side,https://homefans.com/product/see-river-plate-live-in-el-monumental/,https://homefans.com/product/see-river-plate-live-in-el-monumental/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.369,0.048,high,2026-04-11,64,103.358908,2,3.342466,0.028571,0,0.0,high,Watch a game at Huracán - Toma…,later_lifecycle,approved_same_city,0.054903,4.813994,88.005118,same_city,Buenos Aires,Argentina,South America,Watch a game at Huracán – Tomas Ducó stadium!,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.205,1.22,high,2026-04-13,51,82.87945,2,3.728767,0.028571,0,0.0,high,Velez Sarsfield like a local:…,later_lifecycle,approved_same_city,0.040419,3.931429,83.390176,same_city,Buenos Aires,Argentina,South America,Velez Sarsfield like a local: Matchday!,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.771,0.91,high,2026-04-06,46,78.10411,2,3.808219,0.028571,0,0.0,high
São Paulo FC Matchday Experien…,yes,69,69,2026-04-10,69,111.56439,São Paulo FC Matchday Experience,https://homefans.com/product/sao-paulo-fc-matchday-experience/,high,São Paulo,Brazil,South America,3,no,Palmeiras Matchday Experience…,later_lifecycle,approved_same_city,0.025682,2.991304,57.894508,same_city,São Paulo,Brazil,South America,Palmeiras Matchday Experience at Allianz Parque,https://homefans.com/product/palmeiras-match-day-experience-tour/,https://homefans.com/product/palmeiras-match-day-experience-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.419,0.243,high,2026-04-13,40,62.50685,1,1.424658,0.014493,0,0.0,medium,Experience a Corinthians game…,later_lifecycle,approved_same_city,0.018116,2.991304,40.58088,same_city,São Paulo,Brazil,South America,Experience a Corinthians game with a local fan at Arena Corinthians,https://homefans.com/product/experience-a-corinthians-game-with-a-local-fan-at-arena-corinthians/,https://homefans.com/product/experience-a-corinthians-game-with-a-local-fan-at-arena-corinthians/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.215,0.821,high,2026-04-09,20,32.90411,1,1.961644,0.014493,0,0.0,medium,Santa Marta Favela Tour,later_lifecycle,approved_same_country,0.049786,11.965217,24.097542,same_country,Rio de Janeiro,Brazil,South America,"Santa Marta Favela Tour, Football Game w/ Locals & Traditional Lunch",https://homefans.com/product/santa-marta-favela-tour-football-game-w-locals-traditional-lunch/,https://homefans.com/product/santa-marta-favela-tour-football-game-w-locals-traditional-lunch/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.714,0.115,high,2026-02-11,5,7.649315,1,1.260274,0.014493,0,0.0,medium
Boca Juniors Matchday Experien…,yes,68,70,2026-04-12,70,105.704108,Boca Juniors Matchday Experience – Special VIP Box Seats!,https://homefans.com/product/boca-juniors-matchday-experience-3/,medium,Buenos Aires,Argentina,South America,3,no,Racing Club Local Matchday Exp…,later_lifecycle,approved_same_city,0.044615,4.441894,86.586723,same_city,Buenos Aires,Argentina,South America,Racing Club Local Matchday Experience,https://homefans.com/product/racing-club-local-matchday-experience/,https://homefans.com/product/racing-club-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.32,0.695,high,2026-04-07,43,68.778082,3,4.610959,0.044118,0,0.0,high,Estudiantes de La Plata VIP Ma…,later_lifecycle,approved_same_city,0.104929,24.282353,39.196196,same_city,Buenos Aires,Argentina,South America,Estudiantes de La Plata VIP Matchday Experience,https://homefans.com/product/estudiantes-de-la-plata-match-day-experience/,https://homefans.com/product/estudiantes-de-la-plata-match-day-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.063,1.671,high,2025-10-27,5,7.334246,2,3.035616,0.029412,0,0.0,high,🏆 Top Rated Boca Experience |…,later_lifecycle,approved_same_city,0.003716,1.264706,68.393999,same_city,Buenos Aires,Argentina,South America,🏆 Top Rated Boca Experience | Premium Seats | Full Transfer,https://homefans.com/product/boca-juniors-matchday-experience-lower-sector-few-meters-from-the-field/,https://homefans.com/product/boca-juniors-matchday-experience-lower-sector-few-meters-from-the-field/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.288,0.967,high,2026-04-06,50,84.227398,1,1.786301,0.014706,0,0.0,medium
River Plate Matchday Experienc…,yes,64,64,2026-04-11,64,103.358908,River Plate Matchday Experience – short side,https://homefans.com/product/see-river-plate-live-in-el-monumental/,high,Buenos Aires,Argentina,South America,3,no,Argentinos Juniors Matchday Ex…,later_lifecycle,approved_same_city,0.044266,3.685714,107.367599,same_city,Buenos Aires,Argentina,South America,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.404,0.806,high,2026-04-06,70,118.808219,2,3.413699,0.03125,0,0.0,high,San Lorenzo Matchday Experienc…,later_lifecycle,approved_same_city,0.050479,5.22973,73.710453,same_city,Buenos Aires,Argentina,South America,San Lorenzo Matchday Experience,https://homefans.com/product/san-lorenzo-matchday-experience/,https://homefans.com/product/san-lorenzo-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.595,0.055,high,2026-04-13,39,63.816441,2,3.410959,0.03125,0,0.0,high,Watch a game at Huracán - Toma…,later_lifecycle,approved_same_city,0.004351,1.316327,68.152576,same_city,Buenos Aires,Argentina,South America,Watch a game at Huracán – Tomas Ducó stadium!,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.205,1.22,high,2026-04-13,51,82.87945,1,1.739726,0.015625,0,0.0,medium
Corinthians Paulista Matchday…,yes,60,63,2026-04-11,63,101.421921,Corinthians Paulista Matchday Experience with local,https://homefans.com/product/sport-club-corinthians-matchday-experience/,high,São Paulo,Brazil,South America,3,no,SE Palmeiras Matchday Experien…,later_lifecycle,approved_same_city,0.002975,1.207018,69.98563,same_city,São Paulo,Brazil,South America,SE Palmeiras Matchday Experience with local fan,https://homefans.com/product/se-palmeiras-matchday-experience/,https://homefans.com/product/se-palmeiras-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.122,0.691,high,2026-04-13,57,87.380826,1,1.213699,0.016667,0,0.0,medium,⭐ Best Rated | Flamengo Matchd…,later_lifecycle,approved_same_country,-0.015918,0.384358,199.984184,same_country,Rio de Janeiro,Brazil,South America,"⭐ Best Rated | Flamengo Matchday at Maracanã – Tickets, Pre Match Experience & Local Host",https://homefans.com/product/flamengo-match-day-experience-tour/,https://homefans.com/product/flamengo-match-day-experience-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,1.745,0.708,high,2026-04-13,187,308.391772,1,1.232877,0.016667,0,0.0,low,🏆 Top Rated | Fluminense Match…,later_lifecycle,approved_same_country,-0.015403,0.395402,194.399122,same_country,Rio de Janeiro,Brazil,South America,🏆 Top Rated | Fluminense Matchday Experience,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.316,1.079,high,2026-04-10,178,290.660276,1,1.890411,0.016667,0,0.0,low
SE Palmeiras Matchday Experien…,yes,57,57,2026-04-13,57,87.380826,SE Palmeiras Matchday Experience with local fan,https://homefans.com/product/se-palmeiras-matchday-experience/,high,São Paulo,Brazil,South America,3,no,Watch São Paulo FC Live at Mor…,later_lifecycle,approved_same_city,0.020718,3.448622,37.282388,same_city,São Paulo,Brazil,South America,Watch São Paulo FC Live at MorumBIS Stadium,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3.216,0.969,high,2026-04-08,21,32.863015,1,1.178082,0.017544,0,0.0,medium,Corinthians Paulista Matchday…,lifetime_overlap,approved_same_city,0.002975,1.207018,66.550239,same_city,São Paulo,Brazil,South America,Corinthians Paulista Matchday Experience with local,https://homefans.com/product/sport-club-corinthians-matchday-experience/,https://homefans.com/product/sport-club-corinthians-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.51,1.153,high,2026-04-11,63,101.421921,0,0.0,0.0,0,0.0,low,Palmeiras Matchday Experience…,lifetime_overlap,approved_same_city,0.009487,1.810526,44.700013,same_city,São Paulo,Brazil,South America,Palmeiras Matchday Experience at Allianz Parque,https://homefans.com/product/palmeiras-match-day-experience-tour/,https://homefans.com/product/palmeiras-match-day-experience-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.419,0.243,high,2026-04-13,40,62.50685,0,0.0,0.0,0,0.0,low
Corinthians Matchday Experienc…,yes,55,56,2026-04-10,56,89.832874,Corinthians Matchday Experience at NeoQuímica Arena,https://homefans.com/product/corinthians-match-day-experience-at-neo-quimica-arena/,high,São Paulo,Brazil,South America,3,no,Watch São Paulo FC Live at Mor…,lifetime_overlap,approved_same_city,0.051087,7.148052,30.269361,same_city,São Paulo,Brazil,South America,Watch São Paulo FC Live at MorumBIS Stadium,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3.216,0.969,high,2026-04-08,21,32.863015,0,0.0,0.0,0,0.0,medium,Botafogo Matchday Experience w…,later_lifecycle,approved_same_country,0.019034,1.797714,211.385213,same_country,Rio de Janeiro,Brazil,South America,BOTAFOGO MATCHDAY EXPERIENCE,https://homefans.com/product/botafogo-matchday-experience-2/,https://homefans.com/product/botafogo-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.631,0.251,high,2026-04-13,168,269.446588,3,4.871233,0.054545,0,0.0,high,🏆 Top Rated | Fluminense Match…,later_lifecycle,approved_same_country,0.007168,1.294044,209.426601,same_country,Rio de Janeiro,Brazil,South America,🏆 Top Rated | Fluminense Matchday Experience,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.316,1.079,high,2026-04-10,178,290.660276,2,3.430137,0.036364,0,0.0,high
Experience San Siro like a tru…,yes,51,51,2026-04-07,51,82.632875,Experience San Siro like a true Local: AC Milan matchday experience,https://homefans.com/product/experience-ac-milan-live-at-san-siro/,high,Milan,Italy,Europe,1,yes,SSC Napoli Matchday Experience…,lifetime_overlap,approved_same_country,0.007991,1.651861,50.819979,same_country,Naples,Italy,Europe,SSC Napoli Matchday Experience with Maradona Tour,https://homefans.com/product/ssc-napoli-football-and-maradona-experience/,https://homefans.com/product/ssc-napoli-football-and-maradona-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.646,0.358,high,2026-03-25,49,71.131504,0,0.0,0.0,0,0.0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSC Napoli Matchday Experience…,yes,49,49,2026-03-25,49,71.131504,SSC Napoli Matchday Experience with Maradona Tour,https://homefans.com/product/ssc-napoli-football-and-maradona-experience/,high,Naples,Italy,Europe,3,no,Experience San Siro like a tru…,later_lifecycle,approved_same_country,0.007991,1.651861,66.912534,same_country,Milan,Italy,Europe,Experience San Siro like a true Local: AC Milan matchday experience,https://homefans.com/product/experience-ac-milan-live-at-san-siro/,https://homefans.com/product/experience-ac-milan-live-at-san-siro/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.268,0.966,high,2026-04-07,51,82.632875,1,1.315068,0.020408,0,0.0,medium,Internazionale matchday experi…,later_lifecycle,approved_same_country,0.023603,4.011662,40.410105,same_country,Milan,Italy,Europe,Internazionale matchday experience: Live a game of Inter with locals,https://homefans.com/product/inter-milan-matchday-experience/,https://homefans.com/product/inter-milan-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,1.823,0.903,high,2026-03-25,22,36.358904,1,1.50411,0.020408,0,0.0,medium,Experience Rome Like a True Ro…,later_lifecycle,approved_same_country,0.062807,9.911164,38.319563,same_country,Rome,Italy,Europe,Experience Rome Like a True Romanista: An Authentic Matchday with AS Roma,https://homefans.com/product/a-s-roma-matchday-experience/,https://homefans.com/product/a-s-roma-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.73,0.924,high,2026-04-12,17,27.021917,1,1.369863,0.020408,0,0.0,medium
Watch a game at Huracán - Toma…,yes,49,51,2026-04-13,51,82.87945,Watch a game at Huracán – Tomas Ducó stadium!,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/,high,Buenos Aires,Argentina,South America,3,no,Argentinos Juniors Matchday Ex…,later_lifecycle,approved_same_city,0.054903,4.813994,105.746949,same_city,Buenos Aires,Argentina,South America,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.404,0.806,high,2026-04-06,70,118.808219,2,2.956165,0.040816,0,0.0,high,CA Independiente Local Matchda…,later_lifecycle,approved_same_city,0.056692,6.164261,90.613337,same_city,Buenos Aires,Argentina,South America,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.148,0.922,high,2026-04-13,41,69.630138,3,5.161644,0.061224,0,0.0,high,Velez Sarsfield like a local:…,later_lifecycle,approved_same_city,0.053117,5.616327,68.236234,same_city,Buenos Aires,Argentina,South America,Velez Sarsfield like a local: Matchday!,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.771,0.91,high,2026-04-06,46,78.10411,1,1.4,0.020408,0,0.0,medium
🏆 Top Rated Boca Experience |…,yes,48,50,2026-04-06,50,84.227398,🏆 Top Rated Boca Experience | Premium Seats | Full Transfer,https://homefans.com/product/boca-juniors-matchday-experience-lower-sector-few-meters-from-the-field/,high,Buenos Aires,Argentina,South America,3,no,Argentinos Juniors Matchday Ex…,later_lifecycle,approved_same_city,0.020758,2.457143,103.681484,same_city,Buenos Aires,Argentina,South America,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.404,0.806,high,2026-04-06,70,118.808219,2,3.284932,0.041667,0,0.0,high,Buenos Aires: CA Huracán Match…,later_lifecycle,approved_same_city,0.049784,6.88,59.095256,same_city,Buenos Aires,Argentina,South America,Buenos Aires: CA Huracán Matchday Experience,https://homefans.com/product/huracan-experience-standing-spots/,https://homefans.com/product/huracan-experience-standing-spots/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.304,1.185,high,2026-04-09,26,40.641094,2,3.279452,0.041667,0,0.0,high,Experience River Plate Matchda…,same_order_bundle,approved_same_city,0.007207,1.376,143.975643,same_city,Buenos Aires,Argentina,South America,Experience River Plate Matchday like a local at El Monumental – Shortside Seats,https://homefans.com/product/river-plate-matchday-experience/,https://homefans.com/product/river-plate-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.118,0.5,high,2026-04-13,128,200.791785,0,0.0,0.0,1,1.756164,medium
Velez Sarsfield like a local:…,yes,45,46,2026-04-06,46,78.10411,Velez Sarsfield like a local: Matchday!,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/,high,Buenos Aires,Argentina,South America,3,no,Experience River Plate Matchda…,later_lifecycle,approved_same_city,0.04952,3.669333,171.802533,same_city,Buenos Aires,Argentina,South America,Experience River Plate Matchday like a local at El Monumental – Shortside Seats,https://homefans.com/product/river-plate-matchday-experience/,https://homefans.com/product/river-plate-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.118,0.5,high,2026-04-13,128,200.791785,2,2.926027,0.044444,1,1.756164,high,CA Independiente Local Matchda…,later_lifecycle,approved_same_city,0.107115,11.186992,108.643841,same_city,Buenos Aires,Argentina,South America,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.148,0.922,high,2026-04-13,41,69.630138,3,5.249315,0.066667,1,1.756164,high,Watch a game at Huracán - Toma…,later_lifecycle,approved_same_city,0.053117,5.616327,87.265776,same_city,Buenos Aires,Argentina,South America,Watch a game at Huracán – Tomas Ducó stadium!,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.205,1.22,high,2026-04-13,51,82.87945,2,3.720548,0.044444,0,0.0,high
Fluminense FC Matchday Experie…,yes,44,44,2026-03-19,44,68.506851,Fluminense FC Matchday Experience – Short Side seats & Local Guide,https://homefans.com/product/fluminense-fc-matchday-experience/,high,Rio de Janeiro,Brazil,South America,2,yes,Vasco da Gama Matchday Experie…,lifetime_overlap,approved_same_city,0.002921,1.202797,82.92417,same_city,Rio de Janeiro,Brazil,South America,Vasco da Gama Matchday Experience,https://homefans.com/product/vasco-da-gama-matchday-experience-4/,https://homefans.com/product/vasco-da-gama-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.648,0.217,high,2026-04-13,78,126.536989,0,0.0,0.0,0,0.0,low,Watch São Paulo FC Live at Mor…,lifetime_overlap,approved_same_country,0.025737,4.467532,27.96778,same_country,São Paulo,Brazil,South America,Watch São Paulo FC Live at MorumBIS Stadium,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.216,0.969,high,2026-04-08,21,32.863015,0,0.0,0.0,0,0.0,low,,,,,,,,,,,,,,,,,,,,,,,,,
Fenerbahçe Matchday Experience,yes,42,45,2026-04-07,45,69.854798,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/,high,Istanbul,Turkey,Europe,3,no,Istanbul Football Experience:…,later_lifecycle,approved_same_city,0.045113,5.95671,63.967787,same_city,Istanbul,Turkey,Europe,Istanbul Football Experience: Eyüpspor Matchday Experience,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.818,0.014,medium,2026-04-12,33,50.999998,2,2.928767,0.047619,0,0.0,high,Istanbul Matchday Experiences,later_lifecycle,approved_same_city,0.15435,26.209524,50.046593,same_city,Istanbul,Turkey,Europe,Istanbul Matchday Experiences,https://homefans.com/product/istanbul-matchday-experiences/,https://homefans.com/product/istanbul-matchday-experiences/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.39,1.336,high,2025-11-14,16,22.912328,2,2.704109,0.047619,0,0.0,high,Galatasaray Matchday Experienc…,later_lifecycle,approved_same_city,0.160194,36.857143,48.036339,same_city,Istanbul,Turkey,Europe,Galatasaray Matchday Experiences,https://homefans.com/product/galatasaray-matchday-experiences/,https://homefans.com/product/galatasaray-matchday-experiences/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.21,0.232,high,2026-03-17,8,13.958904,2,3.219179,0.047619,0,0.0,high
